Country Name,Country Code,Year,women_parliament,arms_imports,tax_gdp,military_population,mil_spending,Region,IncomeGroup
Bulgaria,BGR,1994,NA,1000000,21.2389649923896,2.07873305377838,NA,Europe & Central Asia,Upper middle income
Bahrain,BHR,1994,NA,8000000,5.1734018738224,3.22671721856976,16.2861491628615,Middle East & North Africa,High income
"Bahamas, The",BHS,1994,NA,NA,16.7167842896594,NA,NA,Latin America & Caribbean,High income
Bosnia and Herzegovina,BIH,1994,NA,6000000,NA,4.51021047219326,NA,Europe & Central Asia,Upper middle income
Belarus,BLR,1994,NA,NA,24.7501826561007,1.37907564590599,NA,Europe & Central Asia,Upper middle income
Belize,BLZ,1994,NA,NA,19.9161180152934,1.48211824339346,NA,Latin America & Caribbean,Upper middle income
Bermuda,BMU,1994,NA,NA,NA,NA,NA,North America,High income
Bolivia,BOL,1994,NA,9000000,10.0454683908601,0.886706745811577,8.40746248479113,Latin America & Caribbean,Lower middle income
Brazil,BRA,1994,NA,313000000,11.6428205077901,0.437981617941088,NA,Latin America & Caribbean,Upper middle income
Barbados,BRB,1994,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Brunei Darussalam,BRN,1994,NA,NA,NA,3.94216061939228,9.272137227630969,East Asia & Pacific,High income
Bhutan,BTN,1994,NA,NA,5.92463011173419,2.50621541422728,NA,South Asia,Lower middle income
Botswana,BWA,1994,NA,NA,19.9167439175835,1.40197117146708,10.3192377086152,Sub-Saharan Africa,Upper middle income
Central African Republic,CAF,1994,NA,NA,NA,0.310300984197147,5.60624952769591,Sub-Saharan Africa,Low income
Canada,CAN,1994,NA,482000000,13.1145132342082,0.502280083697274,3.36951649302872,North America,High income
Switzerland,CHE,1994,NA,119000000,7.92278478504873,1.005017096887,4.02678989413914,Europe & Central Asia,High income
Channel Islands,CHI,1994,NA,NA,NA,NA,NA,Europe & Central Asia,High income
Chile,CHL,1994,NA,82000000,15.6247442076011,1.80910052054207,12.3832287660796,Latin America & Caribbean,High income
China,CHN,1994,NA,325000000,NA,0.428918492853025,14.3503407534048,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,1994,NA,NA,NA,0.293719225568141,NA,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,1994,NA,NA,6.33224772347153,0.204693415319869,NA,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,1994,NA,NA,NA,0.254878696856199,NA,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,1994,NA,NA,NA,0.994473709595776,NA,Sub-Saharan Africa,Lower middle income
Colombia,COL,1994,NA,42000000,NA,0.92611081918181,10.2048623096603,Latin America & Caribbean,Upper middle income
Comoros,COM,1994,NA,NA,NA,NA,NA,Sub-Saharan Africa,Lower middle income
Cabo Verde,CPV,1994,NA,NA,NA,0.779490057604315,1.58766031979208,Sub-Saharan Africa,Lower middle income
Costa Rica,CRI,1994,NA,NA,11.6409136208436,0.604489848348609,0,Latin America & Caribbean,Upper middle income
Cuba,CUB,1994,NA,NA,NA,3.2044936156187,NA,Latin America & Caribbean,Upper middle income
Curacao,CUW,1994,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Cayman Islands,CYM,1994,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Cyprus,CYP,1994,NA,39000000,35.5447320498536,NA,NA,Europe & Central Asia,High income
Czech Republic,CZE,1994,NA,NA,16.7556054541681,1.75145287881445,NA,Europe & Central Asia,High income
Germany,DEU,1994,NA,423000000,11.6778442786478,0.906580532500361,3.4370624427042205,Europe & Central Asia,High income
Djibouti,DJI,1994,NA,NA,NA,3.65296803652968,14.3809448528443,Middle East & North Africa,Lower middle income
Dominica,DMA,1994,NA,NA,NA,NA,NA,Latin America & Caribbean,Upper middle income
Denmark,DNK,1994,NA,85000000,31.5602806701656,1.00688783197631,2.93625742214495,Europe & Central Asia,High income
Dominican Republic,DOM,1994,NA,NA,10.5341580201292,0.81415625286805,NA,Latin America & Caribbean,Upper middle income
Algeria,DZA,1994,NA,182000000,NA,1.67054139462364,10.132172896437499,Middle East & North Africa,Upper middle income
Ecuador,ECU,1994,NA,9000000,NA,1.23599396574735,NA,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,1994,NA,2020000000,19.0474285714286,2.45676493650234,NA,Middle East & North Africa,Lower middle income
Eritrea,ERI,1994,NA,18000000,NA,5.9353585496142,32.6171003717472,Sub-Saharan Africa,Low income
Spain,ESP,1994,NA,858000000,NA,1.29661608768193,4.2294879735997,Europe & Central Asia,High income
Estonia,EST,1994,NA,15000000,1.29781644570003,0.558007689345959,NA,Europe & Central Asia,High income
Ethiopia,ETH,1994,NA,NA,7.67825093616745,0.522303581644581,11.4547504933747,Sub-Saharan Africa,Low income
Finland,FIN,1994,NA,246000000,23.1086270776608,1.4030907282562,2.73639781513797,Europe & Central Asia,High income
Fiji,FJI,1994,NA,6000000,21.4956593324353,1.39107693698769,7.01137980085349,East Asia & Pacific,Upper middle income
France,FRA,1994,NA,75000000,19.0841169775623,1.92375577958397,5.82994569433669,Europe & Central Asia,High income
Faroe Islands,FRO,1994,NA,NA,NA,NA,NA,Europe & Central Asia,High income
"Micronesia, Fed. Sts.",FSM,1994,NA,NA,NA,NA,NA,East Asia & Pacific,Lower middle income
Gabon,GAB,1994,NA,NA,NA,2.16103297376146,NA,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,1994,NA,414000000,23.7970949924584,0.903406065840937,7.48075793330745,Europe & Central Asia,High income
Georgia,GEO,1994,NA,NA,NA,0.276911002386182,NA,Europe & Central Asia,Upper middle income
Ghana,GHA,1994,NA,11000000,NA,0.0998950816228441,2.2176073619631897,Sub-Saharan Africa,Lower middle income
Gibraltar,GIB,1994,NA,NA,NA,NA,NA,Europe & Central Asia,High income
Guinea,GIN,1994,NA,NA,NA,0.476027644512076,7.717099404164129,Sub-Saharan Africa,Low income
"Gambia, The",GMB,1994,NA,NA,NA,0.291339637923098,NA,Sub-Saharan Africa,Low income
Guinea-Bissau,GNB,1994,NA,NA,NA,1.68150797635319,1.0826025765941298,Sub-Saharan Africa,Low income
Equatorial Guinea,GNQ,1994,NA,NA,NA,0.620274285288955,0.389613453904098,Sub-Saharan Africa,Upper middle income
Greece,GRC,1994,NA,1182000000,NA,4.64265736692814,8.44884051738397,Europe & Central Asia,High income
Grenada,GRD,1994,NA,NA,NA,NA,NA,Latin America & Caribbean,Upper middle income
Greenland,GRL,1994,NA,NA,NA,NA,NA,Europe & Central Asia,High income
Guatemala,GTM,1994,NA,4000000,6.76522723609661,0.984798191678803,NA,Latin America & Caribbean,Upper middle income
Guam,GUM,1994,NA,NA,NA,NA,NA,East Asia & Pacific,High income
Guyana,GUY,1994,NA,NA,NA,0.692154087342924,NA,Latin America & Caribbean,Upper middle income
"Hong Kong SAR, China",HKG,1994,NA,NA,NA,NA,NA,East Asia & Pacific,High income
Honduras,HND,1994,NA,NA,NA,0.834663066159323,NA,Latin America & Caribbean,Lower middle income
Croatia,HRV,1994,NA,53000000,NA,3.30178244366805,25.2554536504482,Europe & Central Asia,High income
Haiti,HTI,1994,NA,NA,NA,NA,NA,Latin America & Caribbean,Low income
Hungary,HUN,1994,NA,2000000,24.1947854014735,1.40957207506159,NA,Europe & Central Asia,High income
Indonesia,IDN,1994,NA,473000000,15.9484191945104,0.335281554661293,7.748692273083161,East Asia & Pacific,Lower middle income
Isle of Man,IMN,1994,NA,NA,NA,NA,NA,Europe & Central Asia,High income
India,IND,1994,NA,883000000,8.98177201621707,0.363531281497517,10.3457325337443,South Asia,Lower middle income
Ireland,IRL,1994,NA,43000000,27.0241400452966,1.11834968426357,2.5377358490566,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,1994,NA,450000000,4.37123611618907,3.43907803528598,7.59889563354417,Middle East & North Africa,Upper middle income
Iraq,IRQ,1994,NA,NA,NA,9.26679989054274,NA,Middle East & North Africa,Upper middle income
Iceland,ISL,1994,NA,NA,22.2213865157471,NA,0,Europe & Central Asia,High income
Israel,ISR,1994,NA,757000000,27.4852847679813,7.87519895519523,NA,Middle East & North Africa,High income
Italy,ITA,1994,NA,201000000,25.0940032615036,1.89517656699371,3.02927587338861,Europe & Central Asia,High income
Jamaica,JAM,1994,NA,NA,21.103141300311002,0.258142014247718,2.84445505250992,Latin America & Caribbean,Upper middle income
Jordan,JOR,1994,NA,5000000,19.706036056621,9.26723079389586,18.7007874015748,Middle East & North Africa,Upper middle income
Japan,JPN,1994,NA,1026000000,11.0730459544716,0.350413752918661,2.76429867839463,East Asia & Pacific,High income
Kazakhstan,KAZ,1994,NA,NA,NA,0.22412046724137,NA,Europe & Central Asia,Upper middle income
Kenya,KEN,1994,NA,30000000,NA,0.214574505096096,4.97526175633965,Sub-Saharan Africa,Lower middle income
Kyrgyz Republic,KGZ,1994,NA,NA,NA,0.717074029067975,NA,Europe & Central Asia,Lower middle income
Cambodia,KHM,1994,NA,72000000,NA,1.57125413015371,NA,East Asia & Pacific,Lower middle income
Kiribati,KIR,1994,NA,6000000,NA,NA,NA,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,1994,NA,NA,15.2460888135494,NA,NA,Latin America & Caribbean,High income
"Korea, Rep.",KOR,1994,NA,1018000000,12.9109295836518,3.58762087113271,NA,East Asia & Pacific,High income
Kuwait,KWT,1994,NA,35000000,1.42276428547822,NA,22.655707339662,Middle East & North Africa,High income
Lao PDR,LAO,1994,NA,NA,NA,2.1136286777139,NA,East Asia & Pacific,Lower middle income
Lebanon,LBN,1994,NA,18000000,NA,5.05480929720964,14.9904262823743,Middle East & North Africa,Upper middle income
Liberia,LBR,1994,NA,NA,NA,NA,NA,Sub-Saharan Africa,Low income
Libya,LBY,1994,NA,NA,NA,5.76040184563275,NA,Middle East & North Africa,Upper middle income
St. Lucia,LCA,1994,NA,NA,NA,NA,NA,Latin America & Caribbean,Upper middle income
Liechtenstein,LIE,1994,NA,NA,NA,NA,NA,Europe & Central Asia,High income
Sri Lanka,LKA,1994,NA,74000000,17.1679756304785,1.50730687562142,12.6466936825092,South Asia,Upper middle income
Lesotho,LSO,1994,NA,NA,29.8707957503943,0.253483496956931,6.98630136986301,Sub-Saharan Africa,Lower middle income
Lithuania,LTU,1994,NA,NA,NA,0.566613329465253,1.35480153444599,Europe & Central Asia,High income
Luxembourg,LUX,1994,NA,NA,24.1760998397848,0.582628353026172,NA,Europe & Central Asia,High income
Latvia,LVA,1994,NA,12000000,12.2039379708092,0.498150202248982,NA,Europe & Central Asia,High income
"Macao SAR, China",MAC,1994,NA,NA,NA,NA,NA,East Asia & Pacific,High income
St. Martin (French part),MAF,1994,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Morocco,MAR,1994,NA,117000000,18.8549351466086,2.33898824724377,16.2982565379826,Middle East & North Africa,Lower middle income
Monaco,MCO,1994,NA,NA,NA,NA,NA,Europe & Central Asia,High income
Moldova,MDA,1994,NA,3000000,NA,0.793261603253815,NA,Europe & Central Asia,Lower middle income
Madagascar,MDG,1994,NA,NA,7.68979386317887,0.339710893088614,4.69000767808586,Sub-Saharan Africa,Low income
Maldives,MDV,1994,NA,NA,13.0045821514292,NA,NA,South Asia,Upper middle income
Mexico,MEX,1994,NA,128000000,8.49192167477219,0.515305364364178,2.75547202871314,Latin America & Caribbean,Upper middle income
Marshall Islands,MHL,1994,NA,NA,NA,NA,NA,East Asia & Pacific,Upper middle income
North Macedonia,MKD,1994,NA,27000000,NA,1.23005315059664,NA,Europe & Central Asia,Upper middle income
Mali,MLI,1994,NA,0,NA,0.346106489467835,NA,Sub-Saharan Africa,Low income
Malta,MLT,1994,NA,NA,42.314009539659,1.39019219407083,NA,Middle East & North Africa,High income
Myanmar,MMR,1994,NA,97000000,4.25171345046186,1.57061310687369,NA,East Asia & Pacific,Lower middle income
Montenegro,MNE,1994,NA,NA,NA,NA,NA,Europe & Central Asia,Upper middle income
Mongolia,MNG,1994,NA,NA,11.3241649294688,2.1828871350334,5.89254766031196,East Asia & Pacific,Lower middle income
Northern Mariana Islands,MNP,1994,NA,NA,NA,NA,NA,East Asia & Pacific,High income
Mozambique,MOZ,1994,NA,NA,NA,0.158261335216355,10.7369448511469,Sub-Saharan Africa,Low income
Mauritania,MRT,1994,NA,16000000,NA,1.72687440442457,NA,Sub-Saharan Africa,Lower middle income
Mauritius,MUS,1994,NA,NA,18.281506612777,0.20795338516918,1.44642978463211,Sub-Saharan Africa,Upper middle income
Malawi,MWI,1994,NA,2000000,NA,0.240692945361979,NA,Sub-Saharan Africa,Low income
Malaysia,MYS,1994,NA,308000000,NA,1.45111435487746,11.2340270908614,East Asia & Pacific,Upper middle income
Namibia,NAM,1994,NA,2000000,24.286373178613,1.57128014157234,5.61182019977802,Sub-Saharan Africa,Upper middle income
New Caledonia,NCL,1994,NA,NA,NA,NA,NA,East Asia & Pacific,High income
Niger,NER,1994,NA,NA,NA,0.133090151009409,NA,Sub-Saharan Africa,Low income
Nigeria,NGA,1994,NA,95000000,NA,0.24621426334616,NA,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,1994,NA,NA,8.9936659409003,0.925489501313203,NA,Latin America & Caribbean,Lower middle income
Netherlands,NLD,1994,NA,211000000,21.8467562595394,1.05407875775313,3.7767013928933,Europe & Central Asia,High income
Norway,NOR,1994,NA,94000000,21.7428277512335,1.52063291506712,5.47355515599826,Europe & Central Asia,High income
Nepal,NPL,1994,NA,NA,7.72913404793448,0.331979741268269,NA,South Asia,Low income
Nauru,NRU,1994,NA,NA,NA,NA,NA,East Asia & Pacific,Upper middle income
New Zealand,NZL,1994,NA,16000000,NA,0.563812590950019,4.3318649045521305,East Asia & Pacific,High income
Oman,OMN,1994,NA,145000000,NA,4.5782694403131,25.8274414494034,Middle East & North Africa,High income
Pakistan,PAK,1994,NA,886000000,NA,1.68732215660834,27.3959292078393,South Asia,Lower middle income
Panama,PAN,1994,NA,NA,NA,1.01450371400587,4.86278285989408,Latin America & Caribbean,High income
Peru,PER,1994,NA,175000000,12.9721441686363,1.20990658548914,NA,Latin America & Caribbean,Upper middle income
Philippines,PHL,1994,NA,71000000,16.0257470471348,0.405796823227373,9.66829478598731,East Asia & Pacific,Lower middle income
Palau,PLW,1994,NA,NA,NA,NA,NA,East Asia & Pacific,High income
Papua New Guinea,PNG,1994,NA,1000000,20.5960074498671,0.190759968639061,5.34263959390863,East Asia & Pacific,Lower middle income
Poland,POL,1994,NA,32000000,22.7826807304818,1.44905489514326,NA,Europe & Central Asia,High income
Puerto Rico,PRI,1994,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
"Korea, Dem. People’s Rep.",PRK,1994,NA,35000000,NA,8.39560006444768,NA,East Asia & Pacific,Low income
Portugal,PRT,1994,NA,453000000,19.3537381789521,2.53490480809108,5.09757824670727,Europe & Central Asia,High income
Paraguay,PRY,1994,NA,NA,NA,0.834347587118925,14.019625388954601,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,1994,NA,5000000,NA,NA,NA,Middle East & North Africa,Lower middle income
French Polynesia,PYF,1994,NA,NA,NA,NA,NA,East Asia & Pacific,High income
Qatar,QAT,1994,NA,10000000,NA,3.3864555324524,NA,Middle East & North Africa,High income
Romania,ROU,1994,NA,29000000,17.7871428356453,1.63021997454738,9.31670673076923,Europe & Central Asia,Upper middle income
Russian Federation,RUS,1994,NA,NA,NA,1.94161718016108,NA,Europe & Central Asia,Upper middle income
Rwanda,RWA,1994,NA,NA,NA,1.01997415385494,21.4366303121474,Sub-Saharan Africa,Low income
Saudi Arabia,SAU,1994,NA,981000000,NA,2.97626987363375,31.3012929925881,Middle East & North Africa,High income
Sudan,SDN,1994,NA,NA,NA,1.23949452808513,19.3786982248521,Sub-Saharan Africa,Lower middle income
Senegal,SEN,1994,NA,1000000,NA,0.58900793393687,138.115833019932,Sub-Saharan Africa,Lower middle income
Singapore,SGP,1994,NA,183000000,16.6131522787889,3.19054686543014,28.449194300173097,East Asia & Pacific,High income
Solomon Islands,SLB,1994,NA,NA,NA,NA,NA,East Asia & Pacific,Lower middle income
Sierra Leone,SLE,1994,NA,6000000,NA,0.322739099648279,NA,Sub-Saharan Africa,Low income
El Salvador,SLV,1994,NA,NA,NA,1.38889982004488,8.541759341637011,Latin America & Caribbean,Lower middle income
San Marino,SMR,1994,NA,NA,NA,NA,NA,Europe & Central Asia,High income
Somalia,SOM,1994,NA,NA,NA,NA,NA,Sub-Saharan Africa,Low income
Serbia,SRB,1994,NA,2000000,NA,3.7881591469765,NA,Europe & Central Asia,Upper middle income
South Sudan,SSD,1994,NA,NA,NA,NA,NA,Sub-Saharan Africa,Low income
Sao Tome and Principe,STP,1994,NA,NA,NA,2.67036957914975,NA,Sub-Saharan Africa,Lower middle income
Suriname,SUR,1994,NA,NA,NA,1.40601493187858,NA,Latin America & Caribbean,Upper middle income
Slovak Republic,SVK,1994,NA,29000000,NA,1.9128505298596,NA,Europe & Central Asia,High income
Slovenia,SVN,1994,NA,11000000,20.5469305231734,1.81261795344771,NA,Europe & Central Asia,High income
Sweden,SWE,1994,NA,297000000,14.9364290797613,1.55193196684985,3.4707786824445197,Europe & Central Asia,High income
Eswatini,SWZ,1994,NA,NA,NA,1.26315257619968,6.64430746918057,Sub-Saharan Africa,Lower middle income
Sint Maarten (Dutch part),SXM,1994,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Seychelles,SYC,1994,NA,NA,31.9671464584858,NA,3.84025559105431,Sub-Saharan Africa,High income
Syrian Arab Republic,SYR,1994,NA,19000000,NA,7.82955834440074,24.335936479745097,Middle East & North Africa,Low income
Turks and Caicos Islands,TCA,1994,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Chad,TCD,1994,NA,3000000,NA,1.57524347356938,NA,Sub-Saharan Africa,Low income
Togo,TGO,1994,NA,3000000,NA,0.439707330800619,11.3458056729028,Sub-Saharan Africa,Low income
Thailand,THA,1994,NA,613000000,16.0356890181589,0.913825671934441,NA,East Asia & Pacific,Upper middle income
Tajikistan,TJK,1994,NA,27000000,NA,0.224730211381237,NA,Europe & Central Asia,Low income
Turkmenistan,TKM,1994,NA,NA,NA,0.972393741673879,NA,Europe & Central Asia,Upper middle income
Timor-Leste,TLS,1994,NA,NA,NA,NA,NA,East Asia & Pacific,Lower middle income
Tonga,TON,1994,NA,NA,NA,NA,NA,East Asia & Pacific,Upper middle income
Trinidad and Tobago,TTO,1994,NA,NA,NA,0.393842663794241,1.93106761138465,Latin America & Caribbean,High income
Tunisia,TUN,1994,NA,35000000,20.7641427107969,1.22671648303889,6.4017895185343,Middle East & North Africa,Lower middle income
Turkey,TUR,1994,NA,1893000000,15.2014676965386,3.92602003422366,NA,Europe & Central Asia,Upper middle income
Tuvalu,TUV,1994,NA,6000000,NA,NA,NA,East Asia & Pacific,Upper middle income
Tanzania,TZA,1994,NA,4000000,NA,0.36513885025517,6.3606975172968205,Sub-Saharan Africa,Low income
Uganda,UGA,1994,NA,NA,NA,0.848493916227913,NA,Sub-Saharan Africa,Low income
Ukraine,UKR,1994,NA,NA,NA,1.41648178544049,NA,Europe & Central Asia,Lower middle income
Uruguay,URY,1994,NA,10000000,19.0344093835043,1.69706333372479,NA,Latin America & Caribbean,High income
United States,USA,1994,NA,982000000,10.6235066354376,1.27613136799012,NA,North America,High income
Uzbekistan,UZB,1994,NA,NA,NA,0.239923339694501,4.49555434585375,Europe & Central Asia,Lower middle income
St. Vincent and the Grenadines,VCT,1994,NA,NA,19.7700809959105,NA,NA,Latin America & Caribbean,Upper middle income
"Venezuela, RB",VEN,1994,NA,1000000,NA,0.860109103119513,NA,Latin America & Caribbean,Upper middle income
British Virgin Islands,VGB,1994,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Virgin Islands (U.S.),VIR,1994,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Vietnam,VNM,1994,NA,NA,NA,1.92792804553898,NA,East Asia & Pacific,Lower middle income
Vanuatu,VUT,1994,NA,NA,NA,NA,NA,East Asia & Pacific,Lower middle income
Samoa,WSM,1994,NA,NA,NA,NA,NA,East Asia & Pacific,Upper middle income
Kosovo,XKX,1994,NA,NA,NA,NA,NA,Europe & Central Asia,Upper middle income
"Yemen, Rep.",YEM,1994,NA,4000000,NA,2.16875490523641,33.352214394449,Middle East & North Africa,Low income
South Africa,ZAF,1994,NA,239000000,21.5346419927736,0.539990548005448,NA,Sub-Saharan Africa,Upper middle income
Zambia,ZMB,1994,NA,NA,17.2365182861065,0.427724343423083,NA,Sub-Saharan Africa,Lower middle income
Zimbabwe,ZWE,1994,NA,NA,NA,0.838364985510908,NA,Sub-Saharan Africa,Lower middle income
Aruba,ABW,1995,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
